job_id,title,requirements,description,company,raw_text,processed_text
169,Grafik Tasarımcı,"Adobe Photoshop ve Illustrator’a hakim, yaratıcı portföy sahibi.","Dijital ve basılı medya için özgün tasarımlar üretir, marka kimliğini güçlendirecek çalışmalar yapar.",Kreatif Ajans,"Grafik Tasarımcı Dijital ve basılı medya için özgün tasarımlar üretir, marka kimliğini güçlendirecek çalışmalar yapar. Adobe Photoshop ve Illustrator’a hakim, yaratıcı portföy sahibi.",grafik tasarım dijital bası medya özgün tasarımla üret mark kimlik güçlen çalış yap adobe photoshop illustrator ’ a hakim yarat portföy sahip
170,Yazılım Geliştirici (Backend),"C#, .NET Core bilgisi, RESTful API geliştirme tecrübesi, Git kullanımı.","Web tabanlı uygulamalar için backend geliştirmeleri yapar, API entegrasyonlarını yönetir.",CodeCraft,"Yazılım Geliştirici (Backend) Web tabanlı uygulamalar için backend geliştirmeleri yapar, API entegrasyonlarını yönetir. C#, .NET Core bilgisi, RESTful API geliştirme tecrübesi, Git kullanımı.",yazılı geliştir backend web taban uygula backend geliştir yap api entegrasyon yönet c net core bilgi restful api geliştir tecrübe git kullanım
171,Fitness Eğitmeni,"Personal Trainer sertifikası, en az 2 yıl deneyim, motivasyon becerisi yüksek.",Üyelerin ihtiyaçlarına uygun antrenman programları hazırlar ve sağlıklı yaşam danışmanlığı yapar.,FitLife Center,"Fitness Eğitmeni Üyelerin ihtiyaçlarına uygun antrenman programları hazırlar ve sağlıklı yaşam danışmanlığı yapar. Personal Trainer sertifikası, en az 2 yıl deneyim, motivasyon becerisi yüksek.",fitness eğitmen üye ihtiyaç uygun antrenman program hazırla sağlık yaşam danışman yap personal trainer sertifika 2 yıl deney motivasyon beceri yüksek
172,Hemşire,"Hemşirelik lisansı, vardiyalı çalışmaya uygun, ekip çalışmasına yatkın.","Hasta bakım hizmetlerini yürütür, ilaç uygulamaları ve tıbbi takip süreçlerini sağlar.",SağlıkPark Hastanesi,"Hemşire Hasta bakım hizmetlerini yürütür, ilaç uygulamaları ve tıbbi takip süreçlerini sağlar. Hemşirelik lisansı, vardiyalı çalışmaya uygun, ekip çalışmasına yatkın.",hemşire hasta bakı hizmet yürüt ilaç uygula tıbbi takip süreç sağla hemşire lisans vardiya çalış uygun ek çalış yatkın
173,Tarım Mühendisi,"Tarımsal üretim bilgisi, saha tecrübesi, analiz ve raporlama yetkinliği.","Çiftlik ve üretim alanlarını denetler, verimliliği artıracak stratejiler geliştirir.",Yeşil Alan,"Tarım Mühendisi Çiftlik ve üretim alanlarını denetler, verimliliği artıracak stratejiler geliştirir. Tarımsal üretim bilgisi, saha tecrübesi, analiz ve raporlama yetkinliği.",tar mühendis çiftlik üretim alan denetle verim artır strateji geliştir tarım üretim bilgi saha tecrübe analiz raporla yetkin
174,İnsan Kaynakları Uzmanı,"İşe alım süreçlerinde deneyim, iyi derecede MS Office bilgisi, güçlü iletişim becerileri.","İşe alım ve personel süreçlerini yönetir, eğitim ve gelişim programları planlar.",TalentHub,"İnsan Kaynakları Uzmanı İşe alım ve personel süreçlerini yönetir, eğitim ve gelişim programları planlar. İşe alım süreçlerinde deneyim, iyi derecede MS Office bilgisi, güçlü iletişim becerileri.",i̇nsan kaynak uzma i̇şe al personel süreç yönet eğitim gelişim program planla i̇şe al süreç deney iyi derece ms office bilgi güçlü iletişim beceri
175,Yönetim Danışmanı,"İş stratejileri geliştirme konusunda deneyim, analitik düşünce yapısı, MBA tercih sebebidir.",Şirketlere stratejik yönetim ve operasyonel verimlilik konularında danışmanlık sağlar.,ProConsult,"Yönetim Danışmanı Şirketlere stratejik yönetim ve operasyonel verimlilik konularında danışmanlık sağlar. İş stratejileri geliştirme konusunda deneyim, analitik düşünce yapısı, MBA tercih sebebidir.",yönet danışman şirket stratejik yönet operasyonel verim konu danışmanlık sağla i̇ş strateji geliştir konu deney analitik düş yapı mba tercih sebep
176,Otomotiv Satış Danışmanı,"Otomotiv sektörü bilgisi, aktif satış tecrübesi, B sınıfı sürücü belgesi.","Showroom ziyaretçilerine araç tanıtımı yapar, satış süreçlerini yönetir.",AutoMax,"Otomotiv Satış Danışmanı Showroom ziyaretçilerine araç tanıtımı yapar, satış süreçlerini yönetir. Otomotiv sektörü bilgisi, aktif satış tecrübesi, B sınıfı sürücü belgesi.",otomotiv satış danışman showroom ziyaretçi araç tanıt yap satış süreç yönet otomotiv sektör bilgi aktif satış tecrübe b sınıf sür belge
177,Şef (Mutfak),"En az 5 yıl aşçılık deneyimi, menü geliştirme ve ekip yönetme becerileri.","Restoran mutfağını yönetir, yeni tarifler oluşturur ve kalite standartlarını denetler.",Lezzet Durağı,"Şef (Mutfak) Restoran mutfağını yönetir, yeni tarifler oluşturur ve kalite standartlarını denetler. En az 5 yıl aşçılık deneyimi, menü geliştirme ve ekip yönetme becerileri.",şef mutfak restoran mutfak yönet yeni tarif oluş kalite standart denetle 5 yıl aşçı deney menü geliştir ek yönet beceri
178,Heykeltraş,"Sanat fakültesi mezunu, özgün tasarım yeteneği, sergi tecrübesi tercih sebebidir.","Sanatsal projelerde heykel tasarımı ve üretimi yapar, özel siparişler alır.",ArtHouse,"Heykeltraş Sanatsal projelerde heykel tasarımı ve üretimi yapar, özel siparişler alır. Sanat fakültesi mezunu, özgün tasarım yeteneği, sergi tecrübesi tercih sebebidir.",heykeltraş sanat proje heykel tasar üretim yap özel sipariş al sanat fakülte mezun özgün tasar yetenek sergi tecrübe tercih sebep
179,İngilizce Öğretmeni,"İyi derecede İngilizce, TESOL/TEFL sertifikası, sınıf yönetimi becerisi.","Ortaokul ve lise seviyesinde İngilizce eğitimi verir, konuşma pratiği dersleri düzenler.",Global Academy,"İngilizce Öğretmeni Ortaokul ve lise seviyesinde İngilizce eğitimi verir, konuşma pratiği dersleri düzenler. İyi derecede İngilizce, TESOL/TEFL sertifikası, sınıf yönetimi becerisi.",i̇ngilizce öğretmen ortaokul lise seviye i̇ngilizce eğitim ver konuş pratik ders düzenle i̇yi derece i̇ngilizce tesoltefl sertifika sınıf yönet beceri
180,Dijital Pazarlama Uzmanı,"SEO ve Google Ads bilgisi, sosyal medya stratejileri geliştirme tecrübesi.",Marka bilinirliğini artırmak için dijital kampanyalar planlar ve raporlar.,DigiMark,"Dijital Pazarlama Uzmanı Marka bilinirliğini artırmak için dijital kampanyalar planlar ve raporlar. SEO ve Google Ads bilgisi, sosyal medya stratejileri geliştirme tecrübesi.",dijital pazarla uzma mark bil artır dijital kampanya planla raporla seo google ads bilgi sosyal medya strateji geliştir tecrübe
181,Psikolojik Danışman,"Psikolojik danışmanlık alanında lisans, en az 2 yıl deneyim, empati becerisi yüksek.","Bireysel ve grup terapileri düzenler, danışanlara psikolojik destek sağlar.",Ruhsal Destek Merkezi,"Psikolojik Danışman Bireysel ve grup terapileri düzenler, danışanlara psikolojik destek sağlar. Psikolojik danışmanlık alanında lisans, en az 2 yıl deneyim, empati becerisi yüksek.",psikolojik danışman bireysel grup terapi düzenle danış psikolojik destek sağla psikolojik danışmanlık alan lisans 2 yıl deney empati beceri yüksek
182,Bilgi Güvenliği Uzmanı,"ISO 27001 bilgisi, ağ güvenliği ve siber saldırı önleme tecrübesi.",Şirket bilgi güvenliği politikalarını oluşturur ve siber tehditlere karşı önlemler alır.,CyberSafe Solutions,"Bilgi Güvenliği Uzmanı Şirket bilgi güvenliği politikalarını oluşturur ve siber tehditlere karşı önlemler alır. ISO 27001 bilgisi, ağ güvenliği ve siber saldırı önleme tecrübesi.",bilgi güvenlik uzma şirket bilgi güvenlik politika oluş siber tehdit karşı önlem al iso 27001 bilgi ağ güvenlik siber saldırı önle tecrübe
183,UI/UX Tasarımcısı,"Figma ve Adobe XD kullanabilen, kullanıcı deneyimi tasarımı konusunda yaratıcı.",Mobil ve web uygulamaları için kullanıcı dostu arayüz tasarımları yapar.,DesignWave,"UI/UX Tasarımcısı Mobil ve web uygulamaları için kullanıcı dostu arayüz tasarımları yapar. Figma ve Adobe XD kullanabilen, kullanıcı deneyimi tasarımı konusunda yaratıcı.",uiux tasarım mobil web uygula kullan dost arayüz tasarım yap figma adobe xd kullan kullan deney tasar konu yarat
184,Proje Yöneticisi,"Agile ve Scrum metodolojilerine hakim, liderlik ve iletişim becerisi güçlü.","Projelerin zamanında ve bütçeye uygun tamamlanmasını sağlar, ekipleri koordine eder.",ProManage,"Proje Yöneticisi Projelerin zamanında ve bütçeye uygun tamamlanmasını sağlar, ekipleri koordine eder. Agile ve Scrum metodolojilerine hakim, liderlik ve iletişim becerisi güçlü.",proje yönet proje zamanında bütçe uygun tamam sağla ekip koordine et agile scrum metodoloji hakim lider iletişim beceri güçlü
185,Havacılık Mühendisi,"Aerodinamik tasarım bilgisi, uçak yapıları konusunda tecrübeli.",Yeni nesil hava araçlarının tasarım ve test süreçlerinde görev alır.,SkyTech Aero,"Havacılık Mühendisi Yeni nesil hava araçlarının tasarım ve test süreçlerinde görev alır. Aerodinamik tasarım bilgisi, uçak yapıları konusunda tecrübeli.",havacılık mühendis yeni nesil hava araç tasar test süreç görev al aerodinamik tasar bilgi uçak yapı konu tecrübe
186,E-Ticaret Uzmanı,"E-ticaret platformları konusunda deneyimli, kampanya ve satış stratejileri geliştirebilen.",Şirketin online satışlarını artıracak stratejiler geliştirir ve uygular.,OnlineMarketPro,"E-Ticaret Uzmanı Şirketin online satışlarını artıracak stratejiler geliştirir ve uygular. E-ticaret platformları konusunda deneyimli, kampanya ve satış stratejileri geliştirebilen.",eticaret uzma şirket online satış artır strateji geliştir uygula eticaret platform konu deneyim kampanya satış strateji geliştir
187,Kalite Kontrol Uzmanı,"ISO kalite standartlarına hakim, üretim süreçlerinde kalite kontrol tecrübesi.","Ürün ve hizmet kalitesini denetler, kalite süreçlerini iyileştirir.",QualityFirst,"Kalite Kontrol Uzmanı Ürün ve hizmet kalitesini denetler, kalite süreçlerini iyileştirir. ISO kalite standartlarına hakim, üretim süreçlerinde kalite kontrol tecrübesi.",kalite kontrol uzma ürün hizmet kalite denetle kalite süreç iyi iso kalite standart hakim üretim süreç kalite kontrol tecrübe
188,Diyetisyen,"Beslenme ve Diyetetik mezunu, bireysel beslenme programları hazırlama deneyimi.",Müşterilere sağlıklı yaşam ve beslenme programları sunar.,FitLife Clinic,"Diyetisyen Müşterilere sağlıklı yaşam ve beslenme programları sunar. Beslenme ve Diyetetik mezunu, bireysel beslenme programları hazırlama deneyimi.",diyetisyen müşteri sağlık yaşam besle program sun besle diyetetik mezun bireysel besle program hazırla deney
189,Yapı Denetim Mühendisi,"İnşaat mühendisliği mezunu, yapı denetim sertifikası, şantiye tecrübesi.",İnşaat projelerinin güvenlik ve yönetmeliklere uygunluğunu denetler.,MegaYapı,"Yapı Denetim Mühendisi İnşaat projelerinin güvenlik ve yönetmeliklere uygunluğunu denetler. İnşaat mühendisliği mezunu, yapı denetim sertifikası, şantiye tecrübesi.",yapı denet mühendis i̇nşaat proje güvenlik yönetmelik uygun denetle i̇nşaat mühendis mezun yapı denet sertifika şantiye tecrübe
190,Mobil Uygulama Geliştirici,"Flutter veya React Native bilgisi, mobil uygulama geliştirme tecrübesi.",Android ve iOS platformları için mobil uygulamalar geliştirir ve yayınlar.,AppFactory,"Mobil Uygulama Geliştirici Android ve iOS platformları için mobil uygulamalar geliştirir ve yayınlar. Flutter veya React Native bilgisi, mobil uygulama geliştirme tecrübesi.",mobil uygula geliştir android ios platform mobil uygula geliştir yayınla flutter react native bilgi mobil uygula geliştir tecrübe
191,Moda Tasarımcısı,"Moda trendlerini takip eden, yaratıcı tasarım yeteneği, koleksiyon hazırlama deneyimi.","Yeni sezon koleksiyonları tasarlar, kumaş ve model seçimlerinde aktif rol alır.",Elegance Moda,"Moda Tasarımcısı Yeni sezon koleksiyonları tasarlar, kumaş ve model seçimlerinde aktif rol alır. Moda trendlerini takip eden, yaratıcı tasarım yeteneği, koleksiyon hazırlama deneyimi.",moda tasarım yeni sezon koleksiyon tasarla kumaş model seçim aktif rol al moda trend takip et yarat tasar yetenek koleksiyon hazırla deney
192,Veri Analisti,"Python ve SQL bilgisi, veri görselleştirme araçlarına hakim (Tableau, Power BI).","Şirket verilerini analiz eder, raporlar oluşturur ve iş kararlarına veri odaklı katkı sağlar.",DataVision,"Veri Analisti Şirket verilerini analiz eder, raporlar oluşturur ve iş kararlarına veri odaklı katkı sağlar. Python ve SQL bilgisi, veri görselleştirme araçlarına hakim (Tableau, Power BI).",veri analist şirket veri analiz et raporla oluş iş karar veri odak katkı sağla python sql bilgi veri görsel araç hakim tableau power bi
193,İş Zekası Uzmanı,"BI araçlarında (Power BI, QlikView) deneyim, veri modelleme tecrübesi.","Kurum içi iş zekası raporlarını hazırlar, süreç analizleri yapar.",InsightTech,"İş Zekası Uzmanı Kurum içi iş zekası raporlarını hazırlar, süreç analizleri yapar. BI araçlarında (Power BI, QlikView) deneyim, veri modelleme tecrübesi.",i̇ş zeka uzma kur iç iş zeka rapor hazırla süreç analiz yap bi araç power bi qlikview deney veri modelle tecrübe
194,Sosyal Medya Uzmanı,"Instagram, TikTok ve LinkedIn gibi platformlarda içerik yönetimi tecrübesi.",Marka bilinirliğini artırmak için sosyal medya içerikleri planlar ve paylaşır.,SocialWorks,"Sosyal Medya Uzmanı Marka bilinirliğini artırmak için sosyal medya içerikleri planlar ve paylaşır. Instagram, TikTok ve LinkedIn gibi platformlarda içerik yönetimi tecrübesi.",sosyal medya uzma mark bil artır sosyal medya içerik planla paylaş instagram tiktok linkedin platform içerik yönet tecrübe
195,Bakım Mühendisi,"Üretim tesislerinde bakım-onarım süreçlerinde deneyim, teknik dokümantasyon bilgisi.","Fabrika makinelerinin düzenli bakımını sağlar, arızalara hızlı müdahale eder.",MegaTech,"Bakım Mühendisi Fabrika makinelerinin düzenli bakımını sağlar, arızalara hızlı müdahale eder. Üretim tesislerinde bakım-onarım süreçlerinde deneyim, teknik dokümantasyon bilgisi.",bakı mühendis fabrika makine düzenli bakım sağla arıza hızlı müdahale et üretim tesis bakımonarım süreç deney teknik dokümantasyon bilgi
196,Restoran Müdürü,"Ekip yönetiminde tecrübeli, müşteri memnuniyeti odaklı, bütçe yönetimi bilgisi.","Restoran operasyonlarını yönetir, satış hedeflerine ulaşılmasını sağlar.",Lezzet Bahçesi,"Restoran Müdürü Restoran operasyonlarını yönetir, satış hedeflerine ulaşılmasını sağlar. Ekip yönetiminde tecrübeli, müşteri memnuniyeti odaklı, bütçe yönetimi bilgisi.",restoran müdür restoran operasyon yönet satış hedef ulaş sağla ek yönetim tecrübe müşteri memnuniyet odak bütçe yönet bilgi
197,Kurumsal İletişim Uzmanı,"Basın ilişkileri ve içerik üretiminde deneyim, güçlü yazılı ve sözlü iletişim.","Kurumsal kimlik ve iletişim stratejileri geliştirir, medya ile ilişkileri yönetir.",BrandWorld,"Kurumsal İletişim Uzmanı Kurumsal kimlik ve iletişim stratejileri geliştirir, medya ile ilişkileri yönetir. Basın ilişkileri ve içerik üretiminde deneyim, güçlü yazılı ve sözlü iletişim.",kurum i̇letişim uzma kurum kimlik iletişim strateji geliştir medya ilişki yönet bas ilişki içerik üretim deney güçlü yazılı sözlü iletişim
198,Elektrik Mühendisi,"Yüksek gerilim sistemleri bilgisi, saha uygulama ve proje yönetimi tecrübesi.",Elektrik projelerinin saha uygulamalarını takip eder ve teknik raporlar hazırlar.,PowerTech,"Elektrik Mühendisi Elektrik projelerinin saha uygulamalarını takip eder ve teknik raporlar hazırlar. Yüksek gerilim sistemleri bilgisi, saha uygulama ve proje yönetimi tecrübesi.",elektrik mühendis elektrik proje saha uygula takip et teknik raporla hazırla yüksek gerilim sistem bilgi saha uygula proje yönet tecrübe
199,Fotoğrafçı,"Profesyonel kamera ekipmanlarına hakim, portföy sahibi, yaratıcılığı güçlü.","Portre ve ürün çekimleri yapar, fotoğraf düzenleme süreçlerini yönetir.",CreativeLens,"Fotoğrafçı Portre ve ürün çekimleri yapar, fotoğraf düzenleme süreçlerini yönetir. Profesyonel kamera ekipmanlarına hakim, portföy sahibi, yaratıcılığı güçlü.",fotoğraf portre ürün çekim yap fotoğraf düzenle süreç yönet profesyonel kamera ekipman hakim portföy sahip yarat güçlü
200,Kariyer Danışmanı,"İnsan kaynakları veya psikoloji mezunu, danışmanlık ve koçluk tecrübesi.","Bireylerin kariyer planlamalarına yardımcı olur, özgeçmiş hazırlama ve mülakat koçluğu yapar.",CareerBoost,"Kariyer Danışmanı Bireylerin kariyer planlamalarına yardımcı olur, özgeçmiş hazırlama ve mülakat koçluğu yapar. İnsan kaynakları veya psikoloji mezunu, danışmanlık ve koçluk tecrübesi.",kariyer danışman birey kariyer planla yardımcı olur özgeçmiş hazırla mülakat koç yap i̇nsan kaynak psikoloji mezun danışmanlık koç tecrübe
